size,bedrooms,price
3814,4,530576
5223,1,739421
2490,5,451333
1295,1,214292
524,1,133552
5678,2,752886
5626,1,711514
1427,1,233022
5399,5,719708
2864,4,454156
2369,6,428825
4877,2,630453
4906,3,726525
1619,2,259205
1992,1,298617
3417,4,510787
1673,1,273838
1201,4,262480
880,4,216044
5157,1,709775
2058,1,329290
3779,5,549462
4077,5,608211
3599,3,497483
1269,2,233812
5152,6,809986
5596,6,763252
2780,6,484139
2451,2,368057
2931,4,438126
3392,5,498277
942,4,212489
4487,2,586977
3754,6,589339
1022,1,174098
2742,1,376902
3522,2,498179
3606,1,474474
2950,5,459622
2243,3,373463
5419,2,737628
5068,2,712109
3793,2,503060
1157,5,278409
2657,2,372552
3066,1,414627
1285,1,209880
2193,4,351694
886,5,220881
5782,2,783067
306,5,155535
5399,4,791413
3380,1,478876
2983,1,427812
5612,4,833056
4519,4,636865
3340,4,499781
3705,2,559850
2390,1,337899
2165,2,327914
4183,3,628650
5850,6,865072
1832,6,375723
3085,3,448829
781,5,229898
419,6,195332
390,6,187420
4662,4,649775
1658,5,312290
2001,3,312066
624,3,163943
1206,2,232996
430,1,118873
3418,5,549510
1772,6,333523
1369,3,262501
5952,1,787096
2695,3,416512
677,5,212419
4983,3,642302
5196,4,763110
2110,4,366323
1766,4,306351
2859,3,444103
1427,5,305622
4125,4,604112
4612,2,631610
1198,3,239207
1149,5,267707
3871,3,562355
3755,6,584647
3164,4,499278
2027,5,348296
1691,3,305149
2158,3,365014
5002,2,661089
1594,4,310462
4216,6,603752
2951,5,455359
5979,1,747734
1870,2,302278
5799,1,801266
2195,3,338544
1373,5,306724
2859,1,402743
349,1,102413
2002,3,324952
1482,6,308901
493,3,152896
3802,1,494870
2806,1,393693
1375,1,233772
341,1,98741
4419,3,594940
2349,3,360876
2713,1,390615
2906,3,445153
2675,1,372555
5700,3,781866
2800,4,445824
302,6,172660
2185,6,395781
2576,3,413057
5467,4,817864
922,4,215378
5001,2,667456
3433,5,513183
5980,3,782902
4570,5,638649
962,6,251101
5016,4,743563
2566,3,384555
708,1,146054
3098,6,520619
5604,3,821283
3435,6,540125
4206,5,605747
3642,5,543792
1731,2,273980
572,4,184037
1582,2,270810
1718,1,284010
2287,3,391727
3130,3,439577
2738,1,382838
3898,6,632076
2860,5,495218
4485,4,631480
4930,3,720082
5184,3,753636
5826,2,823311
3673,6,616632
438,4,159034
1852,2,292281
5634,6,866126
2270,1,357418
3574,4,540297
3800,4,582005
1274,3,253126
1120,2,215193
1578,3,270797
4750,5,725418
4095,4,627559
3980,1,504990
5776,1,712788
4156,5,605736
2844,4,470207
1961,4,337263
3623,3,545750
2199,2,351511
3907,6,638876
2457,6,453346
2177,3,334828
1853,4,325342
408,2,127336
3040,1,450101
3102,4,467476
3335,2,480326
1309,3,253318
5922,2,729928
4961,5,744128
1229,1,209105
1732,5,335983
5099,5,753413
1885,4,355389
1471,1,256167
2550,4,401620
710,3,184257
3312,6,560188
3815,3,520491
2100,4,347241
4298,3,646087
2862,5,469337
2463,6,447293
2475,2,375781
5696,4,817490
5830,2,740872
4819,6,749004
5777,5,826077
3229,1,478423
3488,3,526040
2502,1,337594
5164,5,752200
3671,2,533040
4023,1,512926
2567,2,415831
2731,1,380415
357,1,114915
1598,6,342219
5650,4,731530
5712,4,850480
2974,6,514114
5039,6,731676
652,1,134452
972,5,251139
3127,6,509391
1066,6,272022
3443,5,551694
1772,1,258670
2528,6,436071
5708,1,769101
4907,3,725834
456,3,141734
2581,6,462675
4366,3,584946
3968,2,569790
2326,6,426152
5734,6,844088
475,4,168208
2802,5,434129
344,2,119189
1779,3,318519
1938,4,334539
902,4,207894
5413,6,740423
572,1,136630
3405,3,488682
5413,6,754367
3723,2,548684
5993,3,797180
4899,1,673617
739,2,172159
1705,3,306208
5135,6,801031
2651,5,428277
687,2,158826
1242,4,254538
2465,3,408499
2702,4,421703
3898,6,584194
449,6,190764
1366,3,252593
1243,1,215458
2708,4,435839
345,2,116767
5344,3,702769
5572,3,795280
3175,4,476718
723,5,202470
2595,5,461006
1375,5,279311
5842,6,811801
1043,1,196299
2562,1,358264
714,3,183170
2847,4,445198
2790,1,421539
2884,3,443833
1119,5,269953
5276,3,754875
5262,6,793575
5975,4,882062
2232,1,311995
2653,4,436486
3358,2,464728
4423,6,695065
3175,6,534897
3276,1,436297
2794,2,384826
3500,3,520824
1290,1,220957
3018,4,472402
5229,4,709101
2282,4,383382
2657,6,453355
5588,4,794326
2991,2,422434
5051,6,750739
361,5,164431
5897,3,786132
1521,5,292064
4578,5,677621
5580,5,766265
5221,5,761792
4361,6,647254
4211,1,601978
442,4,166363
2814,2,402885
5703,5,782195
5801,6,872640
5155,1,733886
4100,1,549031
5989,2,805217
5332,1,736046
3974,5,630686
1192,2,225979
2418,2,371608
946,2,186236
5477,3,729919
3894,6,630576
5566,3,733061
727,4,194212
5054,6,758719
1212,4,251996
2790,6,483776
441,2,125888
5512,5,804261
2638,4,444351
4780,1,595719
5521,6,755715
5342,6,792353
622,6,216999
3075,5,525568
5288,1,693602
2796,4,434185
5427,5,753084
2843,1,387910
3063,3,448437
1876,4,319169
2340,1,356925
5100,1,711308
5479,6,756217
1194,3,239467
1888,2,323225
3577,3,543085
2079,5,397646
2237,4,358250
2657,4,420793
1381,5,278045
1879,5,342550
2991,5,454090
3358,6,559066
5200,6,789776
5436,1,686310
382,3,147030
3659,2,492147
5164,2,709795
4525,1,609901
4594,1,658574
3178,3,501378
1480,5,293743
5729,4,842337
5596,6,783108
5937,5,875585
365,4,148744
3964,1,540974
2275,3,367733
2198,3,379813
2500,5,403448
5998,1,773673
575,2,149093
4912,1,690174
2536,3,409581
4987,1,690079
4844,5,730480
2873,6,476393
4265,2,620368
869,5,222913
5014,3,698300
4052,2,585097
1844,4,342773
849,4,205038
2279,6,395581
3567,1,524057
2499,6,457272
3367,6,519177
2729,1,372507
431,2,138730
4588,3,688558
5016,2,679992
1546,5,316822
2309,4,401759
304,3,125757
1366,1,225785
4498,1,627145
5432,6,807269
3883,1,549315
5091,3,755831
1072,4,230807
3836,3,522393
1785,4,332339
5779,5,813335
2063,1,295648
1318,2,223520
5140,3,746780
1679,5,333858
5411,2,691044
4620,3,636927
3488,3,493535
4118,6,590773
1476,1,252439
1170,3,231115
408,3,144844
1892,4,331074
5480,4,740933
1896,1,286250
383,5,173005
5227,6,764828
5278,5,764244
3195,6,520729
1043,6,254570
2272,6,414557
3635,4,518426
3008,6,519541
3923,4,571056
5513,3,768593
4226,1,539874
4937,5,716628
4527,6,649827
2461,3,400385
3011,3,458765
2607,1,356842
1827,1,282401
5546,6,799729
2176,1,328238
4478,3,647584
5829,4,805829
1027,4,222386
2910,5,474668
4861,6,694156
3073,5,508028
601,1,137109
1039,4,236149
2900,5,476285
1377,6,302815
3329,3,474798
3172,2,452025
5467,4,763628
3559,3,507705
2522,1,354532
2416,3,361515
5298,3,759392
806,5,222511
5955,2,750308
4282,5,597322
478,5,190013
4060,5,634978
3452,3,541042
3931,4,575770
1620,6,326037
2808,3,404758
2665,6,486336
1819,6,366549
2566,2,377139
3368,1,435752
4212,5,598677
4353,5,680413
5594,3,758290
5616,5,789453
3666,3,567758
3711,2,488050
2618,1,370173
3099,4,457723
3296,6,559408
3209,1,480390
4622,6,681503
2819,4,468330
918,5,230284
3604,1,514228
3332,6,522254
3163,3,508395
1543,1,263286
327,4,144622
920,3,207080
2195,5,405054
1578,2,283850
2644,3,409879
4934,4,675009
2696,5,424917
3220,5,508846
5976,6,817644
1949,4,345622
1014,1,173829
733,4,193204
719,3,171527
1527,3,261449
3720,5,575719
1776,1,291229
3392,6,576452
3965,1,576102
2852,1,422834
628,6,221398
1840,3,304600
2665,1,396187
4324,2,600472
4605,6,645229
3470,5,552472
3972,2,517418
4859,3,670657
484,1,115693
2383,4,417969
2537,6,442128
1470,3,272971
972,3,215913
3879,6,590203
1464,5,290746
3637,5,548729
859,6,239036
5159,4,767279
887,6,254123
942,4,216706
2801,3,438903
2551,2,408465
3320,2,506795
1663,1,254052
5082,2,722685
1688,6,343110
2940,5,455646
4733,6,699675
3710,1,486805
3886,4,605568
1516,4,291489
3949,2,556151
5130,4,689230
2716,4,442331
4108,1,520989
482,2,141039
4131,1,525306
1109,6,278921
2621,1,386568
2464,2,393950
2195,6,410948
3725,6,553074
5718,3,784436
2015,2,306262
3531,4,554843
4745,6,664406
1992,3,317626
5351,6,786086
1198,2,211974
5902,5,842827
526,1,132358
4889,2,636497
2572,6,471229
1905,5,355759
1159,5,273490
550,1,125959
3997,1,575309
1860,3,331084
4715,3,652325
780,3,190085
5195,2,701702
4913,4,679131
650,1,140951
3488,2,495795
3170,4,516067
3008,6,512164
524,1,129427
4051,5,649098
729,1,149349
3668,3,505572
1510,5,299823
4739,1,649372
309,5,162894
2095,1,339322
5927,6,878470
3725,4,581714
2343,6,436716
5768,6,821935
5741,1,810439
3413,5,503731
2618,6,426282
5287,3,750731
5363,3,749151
2093,3,344900
3287,4,514577
610,1,141918
1174,3,232611
2211,4,366073
3107,4,481380
4115,1,571409
4879,2,617606
2580,3,399308
2544,4,394790
467,3,153119
4370,1,569562
1029,3,217109
2477,1,385761
793,4,204878
4228,3,572946
3931,6,624053
4704,4,653794
1925,5,337867
868,3,197121
5795,5,809110
3055,3,470244
3089,4,483334
3811,6,619096
1006,4,237259
740,3,184491
797,4,198243
3246,4,497234
5237,1,698484
4466,1,592013
5438,3,789270
4851,1,636162
5279,3,700376
2690,2,383273
388,4,160813
478,2,137964
2277,1,346265
781,4,192410
3863,4,609810
5315,3,746868
2452,5,440619
4540,4,655351
5147,3,672922
5984,6,836789
855,4,218941
5610,6,807668
1005,4,240662
772,1,158939
1806,4,333125
4472,3,624963
2989,2,407744
4958,5,669951
556,3,166993
5348,2,673279
4671,1,607425
2200,6,416821
1605,3,290833
5851,4,821696
977,2,184791
4943,4,693183
1174,5,274701
2306,3,365442
2516,2,353952
1126,6,283410
4733,6,756925
2191,4,358236
4364,2,624450
1983,6,366865
1825,1,281642
1729,4,300482
751,6,224295
859,2,187540
4391,3,620596
3932,5,599747
3013,4,495050
2304,3,394421
1251,4,266581
1184,2,209108
2981,1,432857
2385,4,391664
5356,6,770406
5332,4,785561
1554,1,265023
4077,5,573429
1450,1,224490
962,5,229041
1160,6,289229
2614,1,381395
2567,4,418676
5256,1,748806
5990,4,889788
2038,6,381074
569,6,211462
1001,4,233231
1969,2,315638
5164,6,810195
5063,2,657816
3064,6,533048
2807,1,422550
1345,6,313847
4011,5,591196
4094,4,573383
4293,1,588475
5817,5,843528
3199,4,508811
5706,5,783733
3652,6,589282
4536,3,644818
3504,2,529226
2721,4,445919
871,3,207967
4352,6,707428
5691,2,761856
4046,4,615331
4381,2,623004
2016,6,368261
3227,3,461124
464,2,140124
4740,3,665907
1195,1,215241
2467,3,395656
1436,6,316183
3377,4,481759
2668,3,412156
5815,4,816997
3205,1,443149
3375,5,553949
4500,2,628389
1593,5,302294
4235,1,590593
677,3,179993
3150,3,446617
4493,1,567431
2637,3,420815
1163,6,282176
4345,6,640711
915,1,171512
2211,2,369317
2160,4,355056
811,4,213102
3530,2,519037
5283,3,678356
872,1,179158
5945,3,808442
2375,6,424626
3287,3,484128
4982,1,638216
1917,4,327962
2095,5,368752
305,1,95444
5918,1,816470
5271,1,714608
2685,5,421067
1143,6,262877
2698,6,437413
787,1,153436
4078,4,590135
3149,1,415217
4575,5,711001
947,3,217941
955,4,227047
4037,1,557481
3253,4,517673
807,2,179895
4612,6,718278
2927,3,425228
482,5,190044
4305,4,623724
1728,2,295078
1850,2,292727
2836,2,439538
4653,5,727884
1790,4,309497
3238,4,502067
1451,1,242215
5213,1,711348
2518,5,445764
3875,4,551650
1119,5,257484
3026,5,493632
3178,4,477482
2008,2,317722
4166,2,567930
5716,4,787214
2465,3,383755
5203,2,669721
1486,5,299561
830,6,233217
4630,1,633403
4110,3,612349
3942,4,544342
1525,1,263999
2190,3,349586
5414,3,763029
3733,1,490919
3011,3,481085
1595,6,328991
5100,6,734295
2730,3,452079
5760,3,743247
3509,1,493689
2592,4,422678
5381,6,793168
2382,5,410407
307,4,144946
5913,3,809231
2958,5,481497
661,3,170366
4666,2,668204
3648,2,489450
1662,2,270333
894,4,213266
1152,2,228078
2811,3,456655
3169,2,446765
1937,4,342233
946,6,259010
4477,5,662873
2252,3,382259
5149,5,704689
3792,3,577849
2477,6,460337
939,2,192591
1616,3,306784
1523,3,291295
599,6,211974
1447,4,283122
3406,1,448745
651,1,148062
482,1,124487
3374,5,532081
3875,5,581207
3271,4,504449
5249,5,769336
4886,2,684527
640,4,181481
1453,4,284588
3130,5,470343
4971,1,712210
2293,2,346238
3728,4,521990
3133,4,481343
3842,4,558669
2407,2,389448
2897,6,479559
5784,2,746615
5476,2,720791
3130,3,453961
684,1,151180
2493,4,397181
4092,3,597090
5466,3,799572
2116,6,373644
2609,3,417556
956,1,167405
3712,1,527153
1905,2,329181
5728,6,871080
3332,4,498395
5179,1,712181
1736,2,292312
2160,1,326554
4991,4,691611
2690,6,470905
4864,5,708108
4288,3,653973
639,2,152025
3333,5,560605
3326,5,547146
1761,6,336714
1934,6,364600
5655,3,719946
656,4,192171
5066,3,696711
404,3,148114
1339,4,266641
4402,4,634307
5731,1,734811
574,2,144437
1878,6,343587
4424,1,606410
3467,1,492370
526,4,169748
3824,6,567716
1158,5,266866
3291,3,474809
4206,6,613662
5318,6,817032
1724,1,277047
3667,1,486734
5645,5,781555
664,3,170267
983,2,196799
3509,5,536325
3938,5,581476
3767,4,556265
5353,6,823036
5513,5,797072
374,6,189705
5850,5,872949
2928,4,478044
2996,3,447202
2134,6,373017
3880,3,595353
4771,4,685264
4031,5,618366
685,2,168965
4098,5,655284
5343,4,775218
5199,2,744835
4723,2,626413
3512,6,535618
2054,4,335383
5275,3,717957
2506,6,421278
2917,1,388509
2628,4,398655
854,2,186311
2392,3,394270
2145,4,383959
308,5,160145
1355,6,315293
5079,6,722123
1687,6,342000
2536,6,416254
4886,1,700663
4041,5,644284
3762,6,616646
4680,6,653996
497,3,161971
5532,6,839370
1616,1,270422
2552,5,413628
3079,1,422792
4051,4,554715
2969,5,467304
3902,6,644286
2180,6,422189
5370,5,751766
3951,1,576875
2200,5,395513
2339,1,328235
2584,3,419723
3309,4,496813
1887,3,314407
1058,5,246989
581,1,129054
2703,4,411079
4738,4,655233
3695,2,562606
1672,5,318322
5673,3,796241
1120,1,199754
3706,5,555967
5147,1,634466
440,4,170459
475,5,182881
4540,3,666380
1879,5,357912
2073,1,316923
4789,1,687563
1011,5,234374
991,3,201773
2320,4,397235
2597,4,408445
1502,4,289792
1066,2,214601
1628,1,256056
3127,5,491552
988,5,234407
5556,3,707641
966,3,206823
1679,6,336408
548,4,178832
5439,4,801662
1818,3,304846
1102,6,265991
2028,3,337322
1670,2,293242
3635,5,587339
3617,2,492227
5524,1,683261
3084,4,497001
4088,5,630534
1198,3,243011
3581,1,519643
772,2,167412
4913,3,693305
5063,2,707139
5615,5,819945
850,5,234535
3691,4,549669
3480,5,564815
5751,2,821848
5365,6,828869
3973,6,635946
4132,5,583396
5289,4,748366
5856,5,795311
3827,4,587458
3491,4,559928
5411,6,789116
3109,4,504228
2111,6,390588
5268,2,685295
464,1,119499
1905,3,335131
3164,5,481776
4921,1,653214
4354,3,594843
1471,3,274253
3208,6,538589
1914,2,289016
563,2,153683
5033,1,715166
2470,1,355541
4657,4,640532
4154,2,581960
5444,3,764976
3259,3,468108
5621,4,824289
2307,4,385697
1598,1,238343
3087,1,467648
3792,4,568114
4993,3,712432
3711,4,521959
919,2,200016
637,2,163617
3152,2,480465
2522,1,377227
4488,4,617019
1942,2,297175
1602,3,278863
4579,5,656243
787,6,231279
4054,3,620213
2904,4,447337
4321,2,568954
2673,2,423930
4964,1,643807
5911,4,838707
4532,2,644624
4377,5,651433
5410,1,760992
3387,6,552606
4220,4,622780
490,5,177640
3286,6,544756
1965,4,361304
1914,4,342443
742,1,144243
1248,3,235285
2083,1,308804
3314,4,524499
1198,6,290538
3551,5,520245
1228,3,255463
3307,3,525230
3729,4,534225
644,2,153915
4844,5,680829
2000,5,350915
4165,5,629539
1453,6,332282
1867,3,314001
5755,1,702944
2352,4,376960
3051,6,506483
4120,5,651829
747,5,215441
4609,2,585923
1699,5,331413
712,2,171054
2435,1,370871
3029,5,466820
4090,3,550200
2594,2,385856
1600,1,239852
2726,1,409861
4310,2,633333
5085,6,795267
4961,3,736065
5223,6,750535
1230,6,300332
3692,6,582188
439,3,141232
4007,3,539181
3377,1,474011
2706,5,452116
2396,6,411321
2686,6,441070
780,1,149723
1787,6,346951
2370,6,435124
5349,2,712234
3182,2,455669
5169,2,710792
2774,3,439007
2748,3,435707
3738,3,576558
1722,6,341210
3969,5,589747
611,5,202984
4069,2,607043
5701,6,857452
4028,1,558518
3426,3,497273
3282,3,523647
4150,4,646030
3450,6,577915
600,6,202960
4594,6,719890
5522,4,743211
4802,2,617900
1699,5,308740
705,1,142120
1415,1,244633
677,3,179883
4945,6,748474
1777,6,373102
4990,5,705594
1986,5,378289
2814,5,452911
1445,1,224463
2295,3,354392
1672,3,313721
2987,1,415449
1231,2,220495
5614,2,796935
1213,6,275393
2282,4,375026
330,1,105283
3471,4,511853
1173,4,236646
735,6,231010
5910,2,786651
5007,4,736888
5441,2,712251
4311,4,597099
1353,5,290092
1228,2,214064
1472,1,224899
5011,1,677680
3749,3,545955
4409,1,631256
5762,2,781734
5732,1,751360
4667,6,660312
4575,6,701462
1365,3,268018
3895,1,491944
3815,5,561610
857,3,189652
3099,2,440501
1688,4,315951
4558,1,603872
5251,2,698747
4104,4,590359
506,1,118681
1671,2,288876
5493,2,686425
5547,3,763725
3418,1,456432
549,4,185137
328,1,97557
2216,1,321787
4241,4,658961
5845,1,807723
1048,1,194051
5841,1,806276
404,3,139591
4618,2,612281
2514,5,448690
4671,5,669539
2326,5,400240
728,4,192053
2531,1,360387
3009,4,438625
2004,1,316190
1686,2,282705
4744,1,591799
3260,2,502953
2919,4,458686
365,3,143800
1890,3,312659
4332,5,653979
2795,1,391497
5964,4,788577
5799,5,766160
2945,5,451602
851,5,221609
1238,6,280982
4435,5,640595
5562,6,848735
3474,1,474835
1255,2,241827
992,1,186226
5670,5,835233
2395,1,366286
1648,1,255846
1928,6,392802
4767,1,645967
3683,5,544959
5245,6,804036
912,4,208166
5474,4,795831
5378,4,707884
4180,5,584646
1526,3,260262
2603,1,351252
3491,5,560395
851,3,193784
1207,2,225031
4718,5,674485
5139,6,735259
2899,2,440664
4215,4,626798
3619,5,575491
5452,2,739213
2268,1,322627
3024,1,450518
1813,1,270099
5626,4,731288
3202,1,468603
5910,2,767876
3549,6,584193
5747,1,756698
4669,2,600151
2242,5,395076
4974,2,643394
1205,2,223770
4905,4,672333
5780,3,806737
3605,6,596139
5367,6,802296
598,3,171772
508,4,165367
1171,5,268763
334,1,107018
2624,2,406262
5518,6,858813
5084,5,684018
5457,5,823788
5344,1,715906
3104,1,444033
4087,5,644911
2666,1,397267
1659,1,273760
733,5,219142
4470,1,583234
4007,2,595849
5725,4,777269
5060,1,697656
4496,6,677192
3088,3,445722
355,2,117391
1270,4,269235
1465,4,279104
1223,4,256208
5847,5,826123
523,3,164925
5532,1,783016
5063,1,678370
4362,2,580936
3443,5,575090
3628,5,564154
4317,2,623486
2113,3,354739
995,3,223079
3383,4,482689
1259,5,277919
3390,5,549694
1817,2,316889
5314,3,752247
4577,6,658372
672,1,148976
2540,5,430752
598,5,205443
540,4,178888
1341,1,240465
559,3,159007
1045,5,264054
913,6,244000
5039,6,769939
769,5,209736
1801,3,305122
5212,1,666501
2258,3,347486
3731,1,521384
678,2,162296
2167,2,340661
4826,3,710806
1775,3,287337
994,3,210024
5096,5,705015
468,5,185430
5674,2,729959
3980,3,600113
2667,6,483088
5768,1,728838
4041,5,632104
1311,1,225918
5545,2,759728
5878,1,819603
2188,3,370038
3411,2,522946
3678,6,606183
3134,5,531432
5466,6,810046
807,4,204081
5925,2,814591
636,6,214515
5984,2,801400
322,4,143490
1304,4,282116
1172,5,262005
4750,2,619056
2113,5,366004
2445,1,373487
1830,2,281996
5220,5,792699
5023,1,677792
1488,1,227136
4737,4,661318
2000,4,330495
318,5,167162
5708,3,837193
1012,6,248808
4427,1,610937
5275,5,730150
665,2,162218
5541,3,758288
4093,6,643005
3496,5,562026
1347,4,280440
4102,6,648941
4399,4,662690
5426,1,728601
4364,4,645438
5711,5,837286
5889,2,756684
2001,3,324447
4366,6,660594
4265,4,618405
1596,6,327401
5251,4,786317
2227,4,367099
1885,3,336334
4954,1,707278
3746,5,537431
1978,1,303347
4201,5,608194
2050,3,352393
2050,6,406788
1775,1,273187
1065,4,234145
5675,5,794322
3859,2,509949
3923,2,512594
1222,1,227253
459,3,152921
1783,6,355635
1465,5,283300
376,5,167142
1406,3,269138
4702,6,719489
4740,1,656078
1623,1,269264
2637,2,397903
1464,6,323168
5647,4,841410
1047,1,184640
3490,1,457228
4947,4,656458
2485,3,386829
520,1,126403
4146,3,598316
5549,3,718171
2808,2,408009
1007,1,192893
2929,3,461891
5098,2,730810
3058,6,476714
2176,4,395693
2661,4,416718
1940,5,351352
4235,5,617093
2454,1,332521
4788,4,660118
1045,2,214240
3962,6,607562
1465,1,252723
5514,1,716027
813,6,238540
3895,4,611707
1934,3,346430
1826,1,293364
5794,3,775122
1863,3,302762
2050,3,364198
1490,1,242290
870,1,175328
4984,2,630397
1290,4,268991
4648,1,665604
2012,2,323731
2846,1,392260
4421,1,601187
477,5,180219
2367,4,414620
2260,4,361419
4653,3,608234
3917,2,543789
1436,3,264928
385,5,172395
2335,6,422876
529,4,171207
1938,3,319805
2464,2,351685
2857,1,382793
667,3,164804
5073,4,767807
5923,1,829616
569,1,131183
800,2,177012
2547,2,371417
4244,1,544034
1765,2,286202
3213,5,526907
2034,3,340789
4312,2,595359
4593,6,697053
1401,5,284360
3667,6,545292
1225,3,228876
2849,5,467424
5040,6,761252
2274,2,373126
3397,4,486510
3226,1,480968
5246,6,750175
5042,6,769574
5048,5,725644
5772,6,803862
5122,2,744330
4998,5,725738
1480,1,227886
4171,5,604008
4365,3,610933
351,1,111675
3055,3,446876
3190,1,437131
454,2,131995
4196,3,621952
4773,2,667694
4543,3,602312
5008,3,691883
2240,1,342923
829,2,172315
2605,3,431014
848,1,172996
5938,3,854502
5332,2,708195
1347,1,235687
5414,1,735772
1098,6,263691
3448,3,543259
4996,2,688032
2197,4,398528
5075,2,683446
2957,6,483658
2193,6,390197
4739,6,744766
5790,2,759220
1813,4,335647
1977,6,388767
886,4,226290
4104,6,665659
1825,3,303102
1697,5,331575
4610,1,621474
1348,2,246257
5128,5,773869
3716,1,479839
940,3,205826
4104,2,556908
4405,5,610380
4521,3,636708
3957,6,638596
5566,6,826592
4424,1,613973
3950,3,590636
5671,2,713476
5620,1,777924
3916,5,582078
5270,4,705950
3138,4,466122
4872,4,686509
301,5,166880
2533,2,370987
5459,3,745031
1644,6,343513
4061,1,539011
324,4,144355
1484,3,279367
5791,5,822038
4785,3,622379
771,2,176879
1355,2,254642
3107,1,465092
2075,2,329340
2801,2,394935
3118,4,516066
659,5,201322
5983,5,867868
5601,5,769452
3631,1,492396
2985,4,448086
5669,6,867783
584,3,167900
3533,4,547907
3568,3,536427
963,2,201050
4457,5,703637
4940,2,696512
4295,3,615378
3776,3,552793
4772,5,685794
2719,2,433670
5352,2,735398
1821,3,330658
4028,3,558018
4572,4,660839
841,5,227186
1221,1,202082
4802,2,610123
4922,4,746114
4670,6,697375
2164,6,396823
623,5,207170
4054,1,570016
3163,2,431966
2729,3,415200
2350,2,365634
4319,5,629951
4864,6,689484
5584,1,680521
2634,4,455059
697,6,225277
2703,1,412920
5646,5,784043
5730,6,782440
5531,2,793178
5798,5,856862
3371,4,508602
1622,1,276427
2646,4,419186
5271,4,701137
815,2,175244
5675,5,820630
5264,3,690553
2939,5,473698
4070,3,626130
1967,6,364782
1961,2,309490
3359,4,518043
1987,6,374775
1132,5,274856
3942,6,625267
5502,5,825342
1917,2,309405
5243,4,719723
3430,5,541910
335,6,185393
3779,3,524851
5033,4,709820
5523,3,754177
4684,6,745720
2666,3,388559
1652,2,281989
1202,4,248630
2566,6,461598
1569,1,255956
3655,6,601422
4527,3,666866
3580,3,500968
1306,4,265144
5182,5,725946
2162,2,337962
738,2,178933
2264,2,353129
5363,3,689060
1933,1,289909
4379,3,630532
1888,4,337807
417,4,152830
2661,1,394667
311,4,151204
3476,1,447507
5507,1,730372
3465,4,537723
2972,5,487412
4393,3,583520
1977,4,352096
3665,3,571733
2408,1,345648
3082,6,499973
4732,1,667336
2337,3,386487
316,1,107765
1780,4,332648
1522,5,326067
5746,2,723465
5388,1,751667
3154,5,536700
5527,6,766525
2593,6,479472
4006,3,558374
4135,6,608171
2911,1,434553
3997,1,560868
3244,3,460420
3384,3,485160
2273,2,376139
3278,6,524620
3384,5,529240
3783,2,536426
4546,6,641505
4933,1,659011
4078,2,577484
2415,6,417536
1304,5,277998
4121,4,644952
3461,1,472611
3146,2,434851
1362,1,221939
5660,3,723389
3886,3,578363
4613,3,666948
2079,3,339335
5340,3,740298
3481,4,522808
909,4,211128
641,1,146693
2297,1,355069
1784,4,303767
936,3,205340
3411,1,472789
2809,4,431426
5018,1,650302
2082,2,340387
3608,1,492591
5710,6,773057
1393,5,297612
3856,6,580502
1425,6,314755
5634,4,798477
5092,5,773138
3972,4,561374
984,2,199405
5294,2,732851
1683,3,311606
1863,6,362202
5808,3,848710
5370,3,730123
4077,1,525828
4668,5,696984
2762,5,473301
5142,1,640100
5983,5,835076
3923,3,607293
2362,3,363855
4529,2,611127
1106,2,218651
5072,2,710323
4075,5,640394
772,6,231514
5155,2,670669
5874,5,781311
1263,6,279960
1106,5,245838
5491,1,727738
4431,6,696242
3637,4,572458
5644,3,743557
4039,1,517042
337,2,118681
1390,5,288875
3666,5,551975
4174,6,642237
4729,4,658651
2021,2,299846
5484,5,779345
4252,2,623527
712,6,227926
2628,6,449999
3265,4,470163
4832,1,610894
5061,3,715861
3853,3,575844
5099,3,712585
1374,2,237485
3674,6,608276
2934,4,459281
5170,2,742179
768,5,227888
4914,4,658871
4213,2,552662
3634,5,562927
974,3,201295
1096,2,201454
3072,5,461934
2919,3,428764
1908,2,292385
5870,1,715853
4017,2,594379
2593,6,455499
2909,1,387092
2629,5,460924
4190,1,581394
884,2,180424
402,6,194420
2995,5,478574
1739,2,279379
1673,5,318909
3886,2,580583
414,6,195175
1743,5,353707
311,1,99544
4368,2,612090
358,6,178736
4690,6,727644
2836,4,433798
3792,6,584279
3358,1,496041
4991,4,713599
4665,4,708952
1809,6,352341
2873,5,478023
3853,1,517263
4452,3,611722
3311,6,568431
4435,3,648653
5913,1,808092
5553,1,692668
1279,2,222412
1249,4,246370
2893,2,438070
2492,5,437821
5318,4,743478
4649,6,714905
3011,3,480552
3295,2,448786
3550,5,513970
5201,4,712753
3065,6,516802
2041,2,306244
4862,1,632996
2411,1,329621
2488,6,448988
4766,1,667945
3005,4,486470
397,5,178983
1548,4,287802
3058,6,488766
516,4,168829
2927,1,434187
847,1,177390
601,6,211561
5881,5,862693
2305,3,394408
686,4,183663
546,4,184524
2599,1,366847
1193,5,260898
1897,6,374158
5213,4,785628
5397,5,822052
3581,3,496732
4417,4,656095
2341,6,405279
3001,4,456742
1466,3,262806
5480,1,679821
2481,2,396403
1195,2,233983
2760,4,414732
4622,1,643463
2860,3,421085
5075,2,729673
2036,1,292842
3626,5,591888
443,3,146813
4377,3,665257
3055,4,504642
4391,1,627253
5597,3,784333
4063,2,532347
3840,6,562755
4002,2,562772
820,4,203219
3578,6,542530
2642,5,468809
